edad,sexo,altura_cm,peso_kg,nivel_actividad,objetivo,calorias_diarias,proteina_g,carbohidratos_g,grasas_g
25,hombre,185.2,73.9,muy_intenso,subir,3775.3,283.2,377.5,125.8
30,mujer,189.8,99.6,muy_intenso,mantener,3555.4,266.7,355.5,118.5
48,mujer,178.0,109.7,muy_intenso,mantener,3436.1,257.7,343.6,114.5
36,mujer,174.8,69.3,muy_intenso,bajar,2244.5,168.3,224.5,74.8
55,mujer,175.5,108.1,muy_intenso,bajar,2809.6,210.7,281.0,93.7
34,hombre,178.6,90.7,intenso,bajar,2705.5,202.9,270.5,90.2
33,hombre,162.6,93.9,sedentario,subir,2554.3,191.6,255.4,85.1
50,mujer,181.5,60.5,ligero,subir,2226.5,167.0,222.7,74.2
60,hombre,194.4,89.4,muy_intenso,bajar,2946.6,221.0,294.7,98.2
26,hombre,185.4,108.0,ligero,mantener,2906.4,218.0,290.6,96.9
43,mujer,180.6,66.4,intenso,bajar,1943.9,145.8,194.4,64.8
56,hombre,166.3,101.1,sedentario,bajar,1630.4,122.3,163.0,54.3
55,mujer,191.4,104.1,ligero,mantener,2476.7,185.8,247.7,82.6
38,hombre,157.3,63.3,moderado,mantener,2218.2,166.4,221.8,73.9
34,hombre,163.3,73.3,muy_intenso,subir,3418.4,256.4,341.8,113.9
60,mujer,188.4,89.5,ligero,bajar,1715.8,128.7,171.6,57.2
30,mujer,153.8,75.8,ligero,bajar,1436.3,107.7,143.6,47.9
47,hombre,169.2,99.9,moderado,bajar,2331.1,174.8,233.1,77.7
59,mujer,150.0,101.4,sedentario,bajar,1294.6,97.1,129.5,43.2
32,hombre,154.9,48.9,sedentario,bajar,1200,90.0,120.0,40.0
23,hombre,187.7,74.2,moderado,bajar,2297.9,172.3,229.8,76.6
34,hombre,150.6,100.2,moderado,bajar,2256.3,169.2,225.6,75.2
50,hombre,163.7,82.6,muy_intenso,bajar,2547.8,191.1,254.8,84.9
45,hombre,153.1,73.5,muy_intenso,mantener,2796.6,209.7,279.7,93.2
20,mujer,173.7,98.8,sedentario,mantener,2175.2,163.1,217.5,72.5
64,hombre,179.5,78.8,ligero,subir,2593.0,194.5,259.3,86.4
65,mujer,153.7,102.2,moderado,subir,2719.8,204.0,272.0,90.7
63,mujer,182.4,60.3,moderado,mantener,1963.9,147.3,196.4,65.5
56,hombre,157.5,83.5,ligero,subir,2523.5,189.3,252.4,84.1
38,mujer,174.7,82.0,intenso,bajar,2192.5,164.4,219.3,73.1
50,mujer,154.7,95.2,ligero,bajar,1573.3,118.0,157.3,52.4
20,mujer,179.6,81.8,muy_intenso,bajar,2691.0,201.8,269.1,89.7
25,mujer,152.2,93.8,moderado,subir,2885.0,216.4,288.5,96.2
20,mujer,150.4,98.9,muy_intenso,subir,3569.2,267.7,356.9,119.0
55,mujer,150.4,92.7,muy_intenso,mantener,2718.9,203.9,271.9,90.6
24,mujer,159.9,96.2,intenso,mantener,2898.6,217.4,289.9,96.6
41,mujer,165.9,85.7,muy_intenso,bajar,2403.0,180.2,240.3,80.1
59,hombre,185.6,59.8,sedentario,mantener,1761.6,132.1,176.2,58.7
53,mujer,157.3,87.0,sedentario,bajar,1212.5,90.9,121.3,40.4
34,mujer,193.5,61.2,ligero,mantener,2049.3,153.7,204.9,68.3
29,mujer,160.9,54.8,ligero,bajar,1215.5,91.2,121.5,40.5
53,hombre,171.7,76.1,intenso,bajar,2215.4,166.2,221.5,73.8
45,hombre,193.9,106.9,ligero,mantener,2833.7,212.5,283.4,94.5
61,hombre,150.5,63.8,ligero,mantener,1758.1,131.9,175.8,58.6
20,hombre,164.8,84.9,ligero,mantener,2453.0,184.0,245.3,81.8
37,hombre,179.9,67.2,intenso,mantener,2788.2,209.1,278.8,92.9
23,hombre,159.8,72.8,muy_intenso,bajar,2571.8,192.9,257.2,85.7
27,mujer,170.1,69.3,muy_intenso,subir,3174.2,238.1,317.4,105.8
38,hombre,169.9,84.9,muy_intenso,mantener,3279.2,245.9,327.9,109.3
52,hombre,170.7,72.2,ligero,bajar,1609.1,120.7,160.9,53.6
57,hombre,162.3,47.6,moderado,bajar,1376.1,103.2,137.6,45.9
62,hombre,175.5,61.8,sedentario,mantener,1691.8,126.9,169.2,56.4
59,mujer,188.2,81.5,muy_intenso,subir,3317.0,248.8,331.7,110.6
48,hombre,154.4,92.6,moderado,bajar,2066.8,155.0,206.7,68.9
59,mujer,170.1,105.7,moderado,subir,2979.4,223.5,297.9,99.3
52,hombre,194.2,65.1,moderado,subir,2895.1,217.1,289.5,96.5
34,mujer,168.7,66.3,muy_intenso,subir,3034.1,227.6,303.4,101.1
65,mujer,169.0,93.7,muy_intenso,subir,3263.8,244.8,326.4,108.8
38,mujer,193.8,64.2,sedentario,bajar,1302.7,97.7,130.3,43.4
34,mujer,155.7,58.1,intenso,mantener,2109.9,158.2,211.0,70.3
52,mujer,186.9,47.8,moderado,bajar,1398.9,104.9,139.9,46.6
38,mujer,159.3,100.5,ligero,subir,2668.2,200.1,266.8,88.9
47,mujer,158.2,108.7,ligero,mantener,2309.7,173.2,231.0,77.0
22,mujer,157.9,76.2,intenso,bajar,2049.3,153.7,204.9,68.3
21,hombre,159.9,50.3,intenso,bajar,1919.1,143.9,191.9,64.0
59,mujer,184.3,71.3,intenso,subir,2830.3,212.3,283.0,94.3
37,mujer,151.2,62.0,muy_intenso,mantener,2316.1,173.7,231.6,77.2
58,hombre,191.9,87.0,moderado,subir,3165.8,237.4,316.6,105.5
37,mujer,163.8,66.4,sedentario,mantener,1610.1,120.8,161.0,53.7
22,mujer,159.0,79.8,muy_intenso,bajar,2389.4,179.2,238.9,79.6
19,mujer,188.5,102.6,muy_intenso,subir,4101.4,307.6,410.1,136.7
23,mujer,150.1,82.4,moderado,mantener,2303.5,172.8,230.3,76.8
53,mujer,176.5,74.5,intenso,subir,2853.2,214.0,285.3,95.1
25,mujer,184.2,56.4,ligero,subir,2365.2,177.4,236.5,78.8
44,mujer,177.9,109.1,sedentario,mantener,2186.2,164.0,218.6,72.9
50,hombre,177.1,88.8,muy_intenso,subir,3724.8,279.4,372.5,124.2
43,mujer,154.2,58.7,ligero,mantener,1615.3,121.1,161.5,53.8
19,mujer,170.7,89.9,ligero,mantener,2351.1,176.3,235.1,78.4
26,hombre,164.4,109.9,intenso,mantener,3452.6,258.9,345.3,115.1
27,hombre,163.5,97.5,moderado,mantener,2893.7,217.0,289.4,96.5
60,hombre,190.4,72.8,moderado,mantener,2515.7,188.7,251.6,83.9
28,hombre,177.0,87.6,moderado,mantener,2863.2,214.7,286.3,95.4
35,hombre,185.6,105.6,intenso,bajar,3029.4,227.2,302.9,101.0
26,mujer,168.3,101.4,moderado,subir,3151.1,236.3,315.1,105.0
59,mujer,170.4,89.6,muy_intenso,bajar,2359.5,177.0,236.0,78.7
39,mujer,154.8,60.8,moderado,mantener,1890.2,141.8,189.0,63.0
48,mujer,151.2,61.0,sedentario,bajar,1200,90.0,120.0,40.0
59,mujer,192.3,100.6,ligero,mantener,2408.8,180.7,240.9,80.3
44,mujer,152.5,59.7,moderado,subir,2212.1,165.9,221.2,73.7
65,hombre,190.8,61.1,intenso,mantener,2559.0,191.9,255.9,85.3
57,mujer,177.7,49.6,sedentario,subir,1792.8,134.5,179.3,59.8
53,mujer,180.6,64.2,ligero,mantener,1849.0,138.7,184.9,61.6
32,mujer,168.3,97.8,moderado,bajar,2148.8,161.2,214.9,71.6
20,mujer,192.7,104.5,moderado,mantener,3082.0,231.1,308.2,102.7
51,hombre,174.3,46.8,moderado,subir,2426.4,182.0,242.6,80.9
52,hombre,183.5,57.1,sedentario,bajar,1255.5,94.2,125.5,41.8
27,hombre,169.1,107.2,muy_intenso,bajar,3297.9,247.3,329.8,109.9
51,hombre,192.3,100.6,moderado,mantener,3034.7,227.6,303.5,101.2
63,mujer,193.8,76.2,sedentario,subir,2196.7,164.8,219.7,73.2
61,mujer,185.0,77.3,sedentario,subir,2155.9,161.7,215.6,71.9
44,hombre,158.9,108.9,ligero,mantener,2567.3,192.5,256.7,85.6
47,mujer,190.0,81.3,sedentario,subir,2325.4,174.4,232.5,77.5
34,hombre,181.7,69.3,sedentario,mantener,1996.3,149.7,199.6,66.5
54,hombre,182.5,81.3,sedentario,subir,2426.3,182.0,242.6,80.9
64,mujer,184.2,92.5,sedentario,subir,2314.3,173.6,231.4,77.1
27,hombre,153.0,46.3,sedentario,bajar,1200,90.0,120.0,40.0
59,hombre,184.9,101.4,sedentario,subir,2655.5,199.2,265.6,88.5
42,hombre,189.8,66.8,moderado,mantener,2556.3,191.7,255.6,85.2
51,mujer,161.3,46.1,moderado,mantener,1632.3,122.4,163.2,54.4
64,hombre,164.6,82.8,sedentario,bajar,1350.1,101.3,135.0,45.0
65,hombre,185.2,76.0,moderado,subir,2876.1,215.7,287.6,95.9
46,mujer,183.9,104.7,ligero,subir,2882.4,216.2,288.2,96.1
65,hombre,169.6,91.0,sedentario,subir,2380.0,178.5,238.0,79.3
37,mujer,184.9,51.0,muy_intenso,subir,2907.3,218.0,290.7,96.9
46,hombre,170.8,87.8,ligero,subir,2765.7,207.4,276.6,92.2
48,mujer,178.9,63.2,intenso,subir,2727.2,204.5,272.7,90.9
40,mujer,167.5,75.9,intenso,bajar,1992.4,149.4,199.2,66.4
35,mujer,174.8,81.4,ligero,subir,2559.4,192.0,255.9,85.3
39,hombre,188.8,60.2,intenso,bajar,2246.2,168.5,224.6,74.9
19,mujer,172.3,52.1,sedentario,mantener,1610.2,120.8,161.0,53.7
53,mujer,179.1,103.7,ligero,subir,2779.3,208.4,277.9,92.6
54,hombre,169.1,105.6,sedentario,mantener,2217.4,166.3,221.7,73.9
49,hombre,157.5,87.1,sedentario,mantener,1938.4,145.4,193.8,64.6
25,mujer,190.8,60.6,sedentario,bajar,1315.0,98.6,131.5,43.8
30,hombre,169.6,86.6,intenso,subir,3472.2,260.4,347.2,115.7
46,hombre,166.9,52.5,intenso,bajar,1816.9,136.3,181.7,60.6
58,mujer,159.5,52.5,moderado,bajar,1200,90.0,120.0,40.0
38,mujer,181.4,83.3,intenso,bajar,2287.2,171.5,228.7,76.2
29,mujer,181.3,48.4,ligero,bajar,1302.8,97.7,130.3,43.4
23,hombre,176.5,80.4,intenso,subir,3500.0,262.5,350.0,116.7
37,mujer,185.7,52.2,moderado,mantener,2071.8,155.4,207.2,69.1
33,mujer,189.9,95.7,ligero,subir,2899.6,217.5,290.0,96.7
56,hombre,159.9,108.9,ligero,bajar,1993.4,149.5,199.3,66.4
45,mujer,175.7,61.9,intenso,bajar,1796.2,134.7,179.6,59.9
29,mujer,164.9,53.2,sedentario,subir,1908.0,143.1,190.8,63.6
19,mujer,153.9,92.9,ligero,bajar,1748.0,131.1,174.8,58.3
34,mujer,150.7,65.2,sedentario,subir,1915.5,143.7,191.5,63.8
56,hombre,156.6,93.5,sedentario,bajar,1466.5,110.0,146.7,48.9
27,hombre,168.9,106.6,muy_intenso,bajar,3284.1,246.3,328.4,109.5
65,hombre,169.1,81.5,sedentario,bajar,1362.2,102.2,136.2,45.4
18,mujer,150.5,53.6,muy_intenso,mantener,2328.7,174.7,232.9,77.6
27,hombre,159.2,85.8,moderado,mantener,2670.7,200.3,267.1,89.0
49,mujer,194.7,66.0,muy_intenso,bajar,2294.7,172.1,229.5,76.5
38,hombre,169.6,46.6,muy_intenso,bajar,2047.9,153.6,204.8,68.3
55,mujer,162.6,67.8,moderado,bajar,1450.3,108.8,145.0,48.3
31,hombre,156.2,103.7,intenso,bajar,2714.1,203.6,271.4,90.5
45,mujer,194.1,109.9,moderado,mantener,2985.5,223.9,298.5,99.5
44,mujer,193.8,103.4,moderado,mantener,2889.6,216.7,289.0,96.3
20,mujer,178.3,57.9,ligero,subir,2369.5,177.7,237.0,79.0
30,mujer,168.7,75.0,moderado,mantener,2314.7,173.6,231.5,77.2
26,mujer,184.7,66.9,muy_intenso,mantener,2911.5,218.4,291.2,97.1
53,hombre,163.5,103.4,ligero,mantener,2469.3,185.2,246.9,82.3
37,mujer,171.2,83.9,moderado,subir,2822.7,211.7,282.3,94.1
37,hombre,183.5,82.4,sedentario,bajar,1649.0,123.7,164.9,55.0
34,hombre,170.3,88.9,ligero,bajar,1959.0,146.9,195.9,65.3
22,mujer,183.1,77.3,muy_intenso,bajar,2628.1,197.1,262.8,87.6
34,mujer,178.5,50.2,moderado,bajar,1494.3,112.1,149.4,49.8
28,mujer,178.6,63.8,moderado,bajar,1752.5,131.4,175.3,58.4
57,hombre,185.2,70.3,intenso,subir,3126.4,234.5,312.6,104.2
28,mujer,153.5,105.7,sedentario,bajar,1558.4,116.9,155.8,51.9
39,mujer,172.5,56.4,intenso,mantener,2218.6,166.4,221.9,74.0
59,mujer,193.7,89.4,ligero,bajar,1766.9,132.5,176.7,58.9
22,hombre,178.7,55.1,ligero,bajar,1649.0,123.7,164.9,55.0
53,hombre,194.2,53.7,muy_intenso,bajar,2332.4,174.9,233.2,77.7
32,hombre,192.3,79.7,intenso,mantener,3180.7,238.6,318.1,106.0
30,hombre,174.0,78.6,intenso,subir,3381.7,253.6,338.2,112.7
58,mujer,150.7,95.5,muy_intenso,mantener,2747.2,206.0,274.7,91.6
54,hombre,159.0,82.2,ligero,mantener,2132.3,159.9,213.2,71.1
37,mujer,193.5,51.4,ligero,subir,2293.9,172.0,229.4,76.5
23,mujer,159.0,108.0,ligero,bajar,1971.9,147.9,197.2,65.7
62,hombre,151.7,77.3,sedentario,subir,2099.3,157.5,209.9,70.0
44,hombre,174.5,77.4,muy_intenso,bajar,2634.3,197.6,263.4,87.8
38,hombre,162.3,90.3,intenso,bajar,2488.3,186.6,248.8,82.9
20,hombre,184.4,69.7,muy_intenso,mantener,3333.5,250.0,333.4,111.1
49,mujer,193.8,108.6,ligero,subir,3000.5,225.0,300.0,100.0
51,hombre,183.3,101.8,ligero,bajar,2131.2,159.8,213.1,71.0
27,hombre,175.9,74.6,muy_intenso,mantener,3259.2,244.4,325.9,108.6
31,hombre,193.3,104.3,intenso,mantener,3624.4,271.8,362.4,120.8
52,mujer,178.1,73.7,ligero,subir,2365.0,177.4,236.5,78.8
26,hombre,177.7,109.2,muy_intenso,subir,4347.5,326.1,434.7,144.9
64,hombre,178.7,71.0,muy_intenso,bajar,2372.6,177.9,237.3,79.1
47,mujer,184.0,94.0,sedentario,subir,2432.8,182.5,243.3,81.1
51,mujer,155.6,75.3,muy_intenso,mantener,2488.0,186.6,248.8,82.9
18,hombre,194.0,67.9,sedentario,bajar,1667.8,125.1,166.8,55.6
50,mujer,186.7,79.3,ligero,mantener,2129.7,159.7,213.0,71.0
48,hombre,155.7,69.0,muy_intenso,bajar,2213.4,166.0,221.3,73.8
18,mujer,170.2,92.0,sedentario,subir,2479.3,185.9,247.9,82.6
63,hombre,171.4,100.3,muy_intenso,bajar,2852.1,213.9,285.2,95.1
37,mujer,151.8,99.2,moderado,mantener,2471.9,185.4,247.2,82.4
29,mujer,180.9,88.0,intenso,bajar,2440.5,183.0,244.0,81.3
27,mujer,191.6,58.4,ligero,subir,2442.6,183.2,244.3,81.4
34,mujer,179.3,51.5,intenso,subir,2650.5,198.8,265.0,88.3
24,hombre,172.0,76.3,moderado,bajar,2170.7,162.8,217.1,72.4
64,hombre,186.2,88.2,muy_intenso,bajar,2788.4,209.1,278.8,92.9
41,hombre,176.4,70.4,ligero,subir,2608.9,195.7,260.9,87.0
55,hombre,157.4,48.7,sedentario,subir,1840.9,138.1,184.1,61.4
40,hombre,189.8,75.7,intenso,subir,3415.7,256.2,341.6,113.9
42,hombre,154.9,51.2,intenso,subir,2599.6,195.0,260.0,86.7
63,mujer,167.7,58.2,moderado,subir,2188.9,164.2,218.9,73.0
47,mujer,188.8,59.3,intenso,mantener,2375.3,178.1,237.5,79.2
65,hombre,177.2,93.5,sedentario,mantener,2067.0,155.0,206.7,68.9
55,mujer,190.8,75.9,muy_intenso,subir,3279.4,246.0,327.9,109.3
59,mujer,178.2,52.0,muy_intenso,bajar,1737.7,130.3,173.8,57.9
52,mujer,156.7,55.0,ligero,subir,1924.0,144.3,192.4,64.1
28,hombre,156.8,64.5,intenso,subir,2970.2,222.8,297.0,99.0
39,mujer,184.3,77.6,ligero,bajar,1661.3,124.6,166.1,55.4
36,mujer,184.2,91.6,moderado,subir,3075.7,230.7,307.6,102.5
54,mujer,180.7,67.5,sedentario,mantener,1648.0,123.6,164.8,54.9
32,mujer,167.3,105.0,intenso,bajar,2561.2,192.1,256.1,85.4
59,mujer,180.3,86.2,sedentario,mantener,1839.5,138.0,183.9,61.3
58,hombre,176.7,81.1,ligero,mantener,2241.8,168.1,224.2,74.7
40,hombre,164.5,55.4,muy_intenso,mantener,2635.5,197.7,263.6,87.9
43,mujer,160.3,68.3,sedentario,bajar,1200,90.0,120.0,40.0
22,hombre,179.5,96.0,sedentario,mantener,2372.2,177.9,237.2,79.1
36,mujer,152.5,92.6,sedentario,mantener,1845.8,138.4,184.6,61.5
65,mujer,190.2,87.1,intenso,bajar,2214.7,166.1,221.5,73.8
44,mujer,188.6,55.2,ligero,mantener,1855.9,139.2,185.6,61.9
56,mujer,194.9,59.0,ligero,subir,2279.8,171.0,228.0,76.0
26,hombre,177.8,70.3,sedentario,subir,2427.1,182.0,242.7,80.9
58,hombre,190.6,52.1,moderado,mantener,2212.2,165.9,221.2,73.7
33,hombre,177.8,106.9,ligero,subir,3177.8,238.3,317.8,105.9
27,hombre,189.8,64.6,moderado,bajar,2138.5,160.4,213.8,71.3
65,hombre,192.8,90.2,muy_intenso,subir,3795.3,284.6,379.5,126.5
44,mujer,187.0,82.7,ligero,subir,2620.3,196.5,262.0,87.3
26,hombre,169.2,58.8,muy_intenso,bajar,2388.9,179.2,238.9,79.6
22,hombre,188.2,69.8,intenso,bajar,2552.0,191.4,255.2,85.1
44,mujer,162.8,62.7,intenso,mantener,2179.5,163.5,218.0,72.7
43,hombre,171.1,56.5,sedentario,mantener,1709.2,128.2,170.9,57.0
61,hombre,191.3,76.1,intenso,mantener,2857.7,214.3,285.8,95.3
55,hombre,164.8,99.5,sedentario,bajar,1606.0,120.4,160.6,53.5
19,mujer,177.4,57.0,muy_intenso,bajar,2203.2,165.2,220.3,73.4
63,hombre,191.3,106.8,moderado,mantener,3028.1,227.1,302.8,100.9
27,mujer,182.3,103.6,intenso,mantener,3241.9,243.1,324.2,108.1
26,mujer,192.4,101.2,ligero,mantener,2644.8,198.4,264.5,88.2
62,hombre,186.5,57.4,moderado,bajar,1723.7,129.3,172.4,57.5
59,mujer,156.6,100.4,moderado,subir,2766.5,207.5,276.6,92.2
64,mujer,195.0,47.8,intenso,mantener,2097.2,157.3,209.7,69.9
57,mujer,164.6,73.5,moderado,subir,2442.5,183.2,244.3,81.4
22,mujer,167.8,80.2,sedentario,mantener,1895.7,142.2,189.6,63.2
61,hombre,187.6,84.3,moderado,mantener,2659.0,199.4,265.9,88.6
27,hombre,177.7,105.3,muy_intenso,subir,4263.9,319.8,426.4,142.1
31,hombre,193.9,101.3,muy_intenso,subir,4342.3,325.7,434.2,144.7
56,mujer,181.3,87.4,intenso,bajar,2201.6,165.1,220.2,73.4
26,mujer,177.9,74.0,moderado,subir,2819.4,211.5,281.9,94.0
59,mujer,151.0,65.8,sedentario,mantener,1374.9,103.1,137.5,45.8
22,hombre,161.2,55.3,muy_intenso,bajar,2265.4,169.9,226.5,75.5
38,mujer,182.7,102.7,sedentario,subir,2581.4,193.6,258.1,86.0
25,mujer,157.6,73.0,muy_intenso,subir,3115.1,233.6,311.5,103.8
30,mujer,178.5,61.4,ligero,mantener,1950.6,146.3,195.1,65.0
47,mujer,169.5,96.2,sedentario,mantener,1950.4,146.3,195.0,65.0
58,hombre,159.1,75.3,ligero,bajar,1510.8,113.3,151.1,50.4
60,mujer,155.3,77.8,intenso,bajar,1721.2,129.1,172.1,57.4
29,mujer,189.5,104.1,sedentario,mantener,2303.2,172.7,230.3,76.8
45,hombre,180.3,66.2,sedentario,subir,2282.6,171.2,228.3,76.1
30,hombre,166.7,61.6,ligero,bajar,1580.2,118.5,158.0,52.7
41,hombre,187.1,103.0,intenso,bajar,2948.9,221.2,294.9,98.3
46,mujer,160.4,51.5,moderado,subir,2146.1,161.0,214.6,71.5
44,hombre,182.4,73.3,intenso,mantener,2860.1,214.5,286.0,95.3
61,mujer,153.9,71.6,intenso,bajar,1590.5,119.3,159.0,53.0
54,mujer,153.6,52.1,ligero,mantener,1443.8,108.3,144.4,48.1
33,hombre,174.3,45.9,intenso,mantener,2394.9,179.6,239.5,79.8
50,mujer,157.4,94.7,intenso,mantener,2621.6,196.6,262.2,87.4
58,hombre,160.2,104.3,sedentario,bajar,1611.1,120.8,161.1,53.7
61,hombre,157.5,92.5,moderado,mantener,2494.5,187.1,249.5,83.2
37,mujer,174.9,56.2,ligero,mantener,1800.0,135.0,180.0,60.0
19,hombre,174.0,67.2,sedentario,mantener,2003.4,150.3,200.3,66.8
48,hombre,179.1,84.0,sedentario,bajar,1569.2,117.7,156.9,52.3
47,hombre,176.6,57.5,ligero,subir,2392.0,179.4,239.2,79.7
35,mujer,166.3,101.9,ligero,mantener,2368.3,177.6,236.8,78.9
54,mujer,153.5,88.1,muy_intenso,bajar,2177.8,163.3,217.8,72.6
47,mujer,179.9,104.5,intenso,mantener,3059.1,229.4,305.9,102.0
59,mujer,184.5,109.8,intenso,bajar,2596.6,194.7,259.7,86.6
47,hombre,168.9,53.9,intenso,subir,2754.0,206.5,275.4,91.8
55,hombre,166.1,61.6,intenso,subir,2787.6,209.1,278.8,92.9
58,hombre,176.4,92.0,moderado,bajar,2193.1,164.5,219.3,73.1
41,mujer,150.2,67.0,moderado,subir,2326.3,174.5,232.6,77.5
25,hombre,167.3,71.9,ligero,subir,2661.4,199.6,266.1,88.7
23,hombre,165.6,85.1,ligero,subir,2842.0,213.2,284.2,94.7
47,mujer,175.3,61.0,moderado,subir,2429.9,182.2,243.0,81.0
43,hombre,154.4,64.1,muy_intenso,bajar,2152.4,161.4,215.2,71.7
23,hombre,178.5,93.5,muy_intenso,mantener,3687.2,276.5,368.7,122.9
36,mujer,153.8,68.3,moderado,mantener,2020.0,151.5,202.0,67.3
63,mujer,180.2,88.3,moderado,mantener,2376.5,178.2,237.7,79.2
44,mujer,153.0,81.3,ligero,bajar,1408.8,105.7,140.9,47.0
24,mujer,185.7,70.3,muy_intenso,bajar,2507.0,188.0,250.7,83.6
43,hombre,184.8,76.5,muy_intenso,subir,3649.0,273.7,364.9,121.6
59,hombre,179.3,66.3,moderado,subir,2715.1,203.6,271.5,90.5
21,hombre,186.0,109.8,sedentario,mantener,2592.6,194.4,259.3,86.4
26,mujer,194.6,46.6,sedentario,mantener,1669.5,125.2,167.0,55.6
50,hombre,177.1,84.1,moderado,subir,3039.5,228.0,303.9,101.3
28,hombre,168.4,71.8,muy_intenso,mantener,3107.4,233.1,310.7,103.6
40,hombre,151.1,91.8,intenso,mantener,2876.2,215.7,287.6,95.9
25,mujer,179.7,84.2,ligero,mantener,2308.8,173.2,230.9,77.0
31,mujer,181.8,46.9,intenso,bajar,1724.0,129.3,172.4,57.5
63,mujer,164.0,75.3,ligero,subir,2190.2,164.3,219.0,73.0
45,hombre,167.9,97.0,moderado,mantener,2789.0,209.2,278.9,93.0
30,hombre,157.0,47.0,sedentario,subir,1967.5,147.6,196.8,65.6
29,hombre,189.3,75.0,moderado,subir,3179.3,238.5,317.9,106.0
61,mujer,184.6,63.8,intenso,mantener,2286.9,171.5,228.7,76.2
55,mujer,180.8,86.7,intenso,bajar,2192.7,164.5,219.3,73.1
50,mujer,166.4,79.7,intenso,mantener,2459.8,184.5,246.0,82.0
42,mujer,169.2,55.0,sedentario,mantener,1483.8,111.3,148.4,49.5
25,hombre,176.2,50.4,sedentario,mantener,1782.3,133.7,178.2,59.4
18,mujer,165.0,61.2,moderado,subir,2558.0,191.8,255.8,85.3
36,mujer,154.9,48.4,moderado,subir,2122.2,159.2,212.2,70.7
29,hombre,152.2,84.5,sedentario,mantener,1987.5,149.1,198.8,66.2
42,hombre,183.0,88.5,muy_intenso,subir,3865.1,289.9,386.5,128.8
54,hombre,169.5,90.2,moderado,subir,3029.4,227.2,302.9,101.0
20,mujer,166.1,82.4,muy_intenso,bajar,2542.1,190.7,254.2,84.7
33,hombre,170.1,75.8,sedentario,mantener,1993.3,149.5,199.3,66.4
49,hombre,153.0,107.1,moderado,bajar,2270.2,170.3,227.0,75.7
28,hombre,154.8,103.1,sedentario,bajar,1736.2,130.2,173.6,57.9
52,hombre,165.1,63.5,moderado,mantener,2188.4,164.1,218.8,72.9
40,hombre,170.9,96.0,sedentario,bajar,1699.8,127.5,170.0,56.7
23,mujer,189.1,91.4,moderado,subir,3220.8,241.6,322.1,107.4
59,hombre,172.9,88.0,ligero,bajar,1797.1,134.8,179.7,59.9
54,mujer,179.9,109.9,muy_intenso,bajar,2905.5,217.9,290.6,96.9
26,mujer,186.9,93.7,ligero,bajar,1994.4,149.6,199.4,66.5
40,hombre,163.4,63.7,intenso,bajar,2024.1,151.8,202.4,67.5
33,mujer,186.4,56.1,intenso,subir,2815.0,211.1,281.5,93.8
44,mujer,183.6,100.0,muy_intenso,subir,3756.3,281.7,375.6,125.2
38,mujer,186.2,104.5,intenso,mantener,3204.6,240.3,320.5,106.8
65,mujer,194.0,74.1,ligero,mantener,2017.8,151.3,201.8,67.3
58,hombre,193.0,76.2,intenso,mantener,2903.6,217.8,290.4,96.8
64,hombre,176.8,87.6,sedentario,subir,2399.2,179.9,239.9,80.0
34,hombre,177.7,91.4,sedentario,subir,2631.5,197.4,263.2,87.7
20,mujer,180.2,58.3,intenso,subir,2898.2,217.4,289.8,96.6
38,mujer,153.7,52.1,ligero,bajar,1200,90.0,120.0,40.0
44,mujer,185.7,80.9,muy_intenso,mantener,3018.4,226.4,301.8,100.6
53,hombre,150.8,47.0,sedentario,subir,1783.0,133.7,178.3,59.4
60,mujer,188.8,84.6,sedentario,mantener,1878.0,140.8,187.8,62.6
20,mujer,158.2,91.8,moderado,bajar,2050.9,153.8,205.1,68.4
27,mujer,171.4,89.0,muy_intenso,mantener,3164.0,237.3,316.4,105.5
28,hombre,184.2,83.1,intenso,subir,3586.5,269.0,358.7,119.6
38,hombre,154.5,108.9,moderado,mantener,2897.9,217.3,289.8,96.6
49,mujer,189.4,53.1,sedentario,subir,1970.5,147.8,197.1,65.7
20,mujer,158.8,61.9,sedentario,bajar,1200,90.0,120.0,40.0
59,hombre,187.1,50.2,sedentario,bajar,1200,90.0,120.0,40.0
65,hombre,179.5,102.0,ligero,subir,2905.1,217.9,290.5,96.8
43,mujer,194.7,83.0,moderado,bajar,2089.9,156.7,209.0,69.7
48,mujer,188.3,100.8,moderado,bajar,2265.0,169.9,226.5,75.5
34,hombre,154.7,71.0,intenso,mantener,2608.0,195.6,260.8,86.9
51,hombre,159.4,97.5,sedentario,bajar,1565.5,117.4,156.6,52.2
34,hombre,174.4,53.0,muy_intenso,bajar,2264.5,169.8,226.5,75.5
38,mujer,179.8,91.8,intenso,mantener,2916.5,218.7,291.7,97.2
50,hombre,157.0,74.3,muy_intenso,bajar,2310.6,173.3,231.1,77.0
57,mujer,162.5,59.9,ligero,mantener,1606.9,120.5,160.7,53.6
31,hombre,171.4,62.9,muy_intenso,subir,3345.5,250.9,334.5,111.5
49,hombre,174.1,82.6,muy_intenso,mantener,3180.8,238.6,318.1,106.0
60,mujer,156.2,86.7,intenso,mantener,2384.4,178.8,238.4,79.5
61,mujer,154.5,63.6,intenso,subir,2359.0,176.9,235.9,78.6
37,hombre,183.4,85.5,moderado,mantener,2822.9,211.7,282.3,94.1
30,hombre,192.9,76.4,muy_intenso,bajar,2966.8,222.5,296.7,98.9
