calorias_diarias,proteina_g,carbohidratos_g,grasas_g
2841.0,213.1,284.1,94.7
2638.2,197.9,263.8,87.9
2332.7,174.9,233.3,77.8
2110.2,158.3,211.0,70.3
2078.5,155.9,207.9,69.3
1877.6,140.8,187.8,62.6
2190.2,164.3,219.0,73.0
1932.3,144.9,193.2,64.4
1792.8,134.5,179.3,59.8
2624.8,196.9,262.5,87.5
1362.9,102.2,136.3,45.4
3589.6,269.2,359.0,119.7
2151.5,161.4,215.2,71.7
2468.7,185.2,246.9,82.3
1908.8,143.2,190.9,63.6
1842.2,138.2,184.2,61.4
3317.2,248.8,331.7,110.6
2461.7,184.6,246.2,82.1
3224.5,241.8,322.4,107.5
1200.0,90.0,120.0,40.0
3583.0,268.7,358.3,119.4
1251.0,93.8,125.1,41.7
2586.9,194.0,258.7,86.2
3101.3,232.6,310.1,103.4
2698.8,202.4,269.9,90.0
1723.5,129.3,172.3,57.4
1774.6,133.1,177.5,59.2
3138.3,235.4,313.8,104.6
2857.9,214.3,285.8,95.3
2327.6,174.6,232.8,77.6
2789.8,209.2,279.0,93.0
2034.8,152.6,203.5,67.8
2067.0,155.0,206.7,68.9
1200.0,90.0,120.0,40.0
2049.8,153.7,205.0,68.3
1891.2,141.8,189.1,63.0
2918.9,218.9,291.9,97.3
1873.0,140.5,187.3,62.4
2332.4,174.9,233.2,77.7
2588.8,194.2,258.9,86.3
2608.6,195.6,260.9,87.0
2485.8,186.4,248.6,82.9
3302.2,247.7,330.2,110.1
3795.3,284.6,379.5,126.5
1792.0,134.4,179.2,59.7
2368.4,177.6,236.8,78.9
3181.4,238.6,318.1,106.0
1871.9,140.4,187.2,62.4
2539.1,190.4,253.9,84.6
1914.0,143.5,191.4,63.8
3298.5,247.4,329.9,109.9
3027.8,227.1,302.8,100.9
2295.6,172.2,229.6,76.5
3143.3,235.7,314.3,104.8
2750.5,206.3,275.1,91.7
1524.8,114.4,152.5,50.8
1815.5,136.2,181.6,60.5
2253.1,169.0,225.3,75.1
3093.2,232.0,309.3,103.1
2588.0,194.1,258.8,86.3
3237.6,242.8,323.8,107.9
2989.0,224.2,298.9,99.6
1215.7,91.2,121.6,40.5
1761.4,132.1,176.1,58.7
2597.4,194.8,259.7,86.6
1702.8,127.7,170.3,56.8
2656.2,199.2,265.6,88.5
2911.6,218.4,291.2,97.1
2945.7,220.9,294.6,98.2
3373.0,253.0,337.3,112.4
2833.5,212.5,283.4,94.4
2749.4,206.2,274.9,91.6
2143.1,160.7,214.3,71.4
2609.9,195.7,261.0,87.0
1485.1,111.4,148.5,49.5
2012.1,150.9,201.2,67.1
2217.6,166.3,221.8,73.9
3106.5,233.0,310.7,103.6
3841.6,288.1,384.2,128.1
2969.1,222.7,296.9,99.0
2112.6,158.4,211.3,70.4
3282.2,246.2,328.2,109.4
1840.4,138.0,184.0,61.3
1916.8,143.8,191.7,63.9
3051.2,228.8,305.1,101.7
1374.7,103.1,137.5,45.8
1829.8,137.2,183.0,61.0
1732.5,129.9,173.2,57.7
1955.8,146.7,195.6,65.2
2094.3,157.1,209.4,69.8
1806.9,135.5,180.7,60.2
2620.9,196.6,262.1,87.4
3037.8,227.8,303.8,101.3
2130.2,159.8,213.0,71.0
2772.5,207.9,277.3,92.4
1877.2,140.8,187.7,62.6
2743.8,205.8,274.4,91.5
2689.2,201.7,268.9,89.6
3360.2,252.0,336.0,112.0
2393.5,179.5,239.3,79.8
3125.1,234.4,312.5,104.2
2345.8,175.9,234.6,78.2
1623.1,121.7,162.3,54.1
1758.5,131.9,175.8,58.6
3289.1,246.7,328.9,109.6
2495.9,187.2,249.6,83.2
4091.0,306.8,409.1,136.4
2628.0,197.1,262.8,87.6
2384.4,178.8,238.4,79.5
2221.1,166.6,222.1,74.0
2635.6,197.7,263.6,87.9
3124.4,234.3,312.4,104.1
2266.3,170.0,226.6,75.5
1654.6,124.1,165.5,55.2
1804.8,135.4,180.5,60.2
2557.0,191.8,255.7,85.2
4212.4,315.9,421.2,140.4
2296.1,172.2,229.6,76.5
2804.8,210.4,280.5,93.5
1795.7,134.7,179.6,59.9
3248.2,243.6,324.8,108.3
1943.4,145.8,194.3,64.8
1502.8,112.7,150.3,50.1
2222.6,166.7,222.3,74.1
2666.9,200.0,266.7,88.9
3047.9,228.6,304.8,101.6
3139.1,235.4,313.9,104.6
3660.8,274.6,366.1,122.0
3005.4,225.4,300.5,100.2
2170.1,162.8,217.0,72.3
2711.5,203.4,271.2,90.4
2532.8,190.0,253.3,84.4
1939.6,145.5,194.0,64.7
2984.5,223.8,298.4,99.5
3354.5,251.6,335.4,111.8
2588.5,194.1,258.8,86.3
2300.8,172.6,230.1,76.7
3037.3,227.8,303.7,101.2
2979.8,223.5,298.0,99.3
2283.5,171.3,228.4,76.1
1369.4,102.7,136.9,45.6
2517.0,188.8,251.7,83.9
2864.4,214.8,286.4,95.5
3660.1,274.5,366.0,122.0
1615.0,121.1,161.5,53.8
2538.6,190.4,253.9,84.6
2466.8,185.0,246.7,82.2
2089.3,156.7,208.9,69.6
2801.6,210.1,280.2,93.4
3214.5,241.1,321.5,107.1
1213.8,91.0,121.4,40.5
2873.0,215.5,287.3,95.8
2963.1,222.2,296.3,98.8
2556.4,191.7,255.6,85.2
1440.7,108.1,144.1,48.0
1668.1,125.1,166.8,55.6
1625.6,121.9,162.6,54.2
1520.3,114.0,152.0,50.7
1858.0,139.4,185.8,61.9
2406.2,180.5,240.6,80.2
1816.9,136.3,181.7,60.6
2162.9,162.2,216.3,72.1
1715.8,128.7,171.6,57.2
1635.0,122.6,163.5,54.5
2311.4,173.4,231.1,77.0
2529.0,189.7,252.9,84.3
2969.4,222.7,296.9,99.0
2876.1,215.7,287.6,95.9
3440.5,258.0,344.1,114.7
3235.0,242.6,323.5,107.8
2295.4,172.2,229.5,76.5
2344.9,175.9,234.5,78.2
2519.6,189.0,252.0,84.0
2108.5,158.1,210.8,70.3
2784.2,208.8,278.4,92.8
2827.3,212.0,282.7,94.2
1800.0,135.0,180.0,60.0
1981.1,148.6,198.1,66.0
2524.8,189.4,252.5,84.2
1857.0,139.3,185.7,61.9
3473.9,260.5,347.4,115.8
2854.8,214.1,285.5,95.2
1640.5,123.0,164.1,54.7
2136.4,160.2,213.6,71.2
1536.2,115.2,153.6,51.2
1203.8,90.3,120.4,40.1
1922.8,144.2,192.3,64.1
1800.0,135.0,180.0,60.0
2082.2,156.2,208.2,69.4
2897.9,217.3,289.8,96.6
2088.8,156.7,208.9,69.6
2526.1,189.5,252.6,84.2
2267.1,170.0,226.7,75.6
2762.4,207.2,276.2,92.1
3587.4,269.1,358.7,119.6
1872.5,140.4,187.3,62.4
2875.3,215.7,287.5,95.8
3324.5,249.3,332.5,110.8
1818.0,136.4,181.8,60.6
2782.1,208.7,278.2,92.7
1595.0,119.6,159.5,53.2
1952.3,146.4,195.2,65.1
2318.9,173.9,231.9,77.3
1277.9,95.8,127.8,42.6
1278.2,95.9,127.8,42.6
2751.6,206.4,275.2,91.7
1635.2,122.6,163.5,54.5
1896.1,142.2,189.6,63.2
1208.2,90.6,120.8,40.3
2588.0,194.1,258.8,86.3
1484.1,111.3,148.4,49.5
2675.8,200.7,267.6,89.2
3074.0,230.6,307.4,102.5
2760.9,207.1,276.1,92.0
3105.1,232.9,310.5,103.5
1891.1,141.8,189.1,63.0
2540.0,190.5,254.0,84.7
2337.4,175.3,233.7,77.9
3609.8,270.7,361.0,120.3
1544.3,115.8,154.4,51.5
2414.2,181.1,241.4,80.5
2413.4,181.0,241.3,80.4
2650.9,198.8,265.1,88.4
2834.6,212.6,283.5,94.5
2193.1,164.5,219.3,73.1
1540.2,115.5,154.0,51.3
1960.6,147.0,196.1,65.4
1419.7,106.5,142.0,47.3
1791.6,134.4,179.2,59.7
2218.2,166.4,221.8,73.9
2116.8,158.8,211.7,70.6
2169.3,162.7,216.9,72.3
2593.0,194.5,259.3,86.4
2343.2,175.7,234.3,78.1
2616.8,196.3,261.7,87.2
1410.2,105.8,141.0,47.0
2427.6,182.1,242.8,80.9
1869.0,140.2,186.9,62.3
2633.9,197.5,263.4,87.8
2297.6,172.3,229.8,76.6
3082.9,231.2,308.3,102.8
2369.3,177.7,236.9,79.0
3212.0,240.9,321.2,107.1
1915.0,143.6,191.5,63.8
2577.2,193.3,257.7,85.9
3539.3,265.4,353.9,118.0
1807.8,135.6,180.8,60.3
2518.6,188.9,251.9,84.0
2285.5,171.4,228.6,76.2
1748.5,131.1,174.9,58.3
2217.7,166.3,221.8,73.9
2291.4,171.9,229.1,76.4
2626.2,197.0,262.6,87.5
2271.2,170.3,227.1,75.7
1610.2,120.8,161.0,53.7
2565.9,192.4,256.6,85.5
2920.9,219.1,292.1,97.4
2277.9,170.8,227.8,75.9
2559.1,191.9,255.9,85.3
2807.0,210.5,280.7,93.6
1876.0,140.7,187.6,62.5
2754.0,206.5,275.4,91.8
2324.2,174.3,232.4,77.5
3407.5,255.6,340.7,113.6
2530.2,189.8,253.0,84.3
2264.7,169.9,226.5,75.5
2074.7,155.6,207.5,69.2
2286.2,171.5,228.6,76.2
2309.9,173.2,231.0,77.0
2047.0,153.5,204.7,68.2
2299.0,172.4,229.9,76.6
1387.5,104.1,138.8,46.3
2240.7,168.1,224.1,74.7
3016.5,226.2,301.7,100.6
3910.4,293.3,391.0,130.3
2323.4,174.3,232.3,77.4
3432.6,257.4,343.3,114.4
2230.3,167.3,223.0,74.3
2134.7,160.1,213.5,71.2
3328.6,249.6,332.9,111.0
2333.7,175.0,233.4,77.8
2640.3,198.0,264.0,88.0
2620.3,196.5,262.0,87.3
3601.6,270.1,360.2,120.1
3106.9,233.0,310.7,103.6
1200.0,90.0,120.0,40.0
2731.6,204.9,273.2,91.1
3067.7,230.1,306.8,102.3
1591.7,119.4,159.2,53.1
1558.4,116.9,155.8,51.9
1489.3,111.7,148.9,49.6
2430.8,182.3,243.1,81.0
2422.4,181.7,242.2,80.7
2526.0,189.5,252.6,84.2
3272.3,245.4,327.2,109.1
1200.0,90.0,120.0,40.0
2581.5,193.6,258.1,86.0
3898.9,292.4,389.9,130.0
2137.8,160.3,213.8,71.3
1578.3,118.4,157.8,52.6
3647.5,273.6,364.8,121.6
2670.7,200.3,267.1,89.0
1574.3,118.1,157.4,52.5
2132.8,160.0,213.3,71.1
2330.2,174.8,233.0,77.7
1963.9,147.3,196.4,65.5
2541.5,190.6,254.2,84.7
2440.9,183.1,244.1,81.4
1200.0,90.0,120.0,40.0
1200.0,90.0,120.0,40.0
2164.4,162.3,216.4,72.1
1691.0,126.8,169.1,56.4
1328.6,99.6,132.9,44.3
3624.5,271.8,362.4,120.8
2694.9,202.1,269.5,89.8
1880.5,141.0,188.1,62.7
2345.1,175.9,234.5,78.2
2727.4,204.6,272.7,90.9
2601.5,195.1,260.2,86.7
2838.7,212.9,283.9,94.6
3007.3,225.6,300.7,100.2
2798.2,209.9,279.8,93.3
2399.6,180.0,240.0,80.0
1761.6,132.1,176.2,58.7
2491.7,186.9,249.2,83.1
2862.7,214.7,286.3,95.4
2097.0,157.3,209.7,69.9
2282.6,171.2,228.3,76.1
2669.5,200.2,266.9,89.0
3043.8,228.3,304.4,101.5
2423.0,181.7,242.3,80.8
1868.8,140.2,186.9,62.3
2920.5,219.0,292.0,97.3
2584.0,193.8,258.4,86.1
3436.1,257.7,343.6,114.5
3018.1,226.4,301.8,100.6
2515.7,188.7,251.6,83.9
2991.0,224.3,299.1,99.7
2272.7,170.5,227.3,75.8
2685.4,201.4,268.5,89.5
3198.4,239.9,319.8,106.6
1908.4,143.1,190.8,63.6
2547.4,191.1,254.7,84.9
1469.3,110.2,146.9,49.0
1667.8,125.1,166.8,55.6
2411.6,180.9,241.2,80.4
2625.6,196.9,262.6,87.5
2350.5,176.3,235.0,78.3
2239.8,168.0,224.0,74.7
1959.8,147.0,196.0,65.3
1600.2,120.0,160.0,53.3
1865.2,139.9,186.5,62.2
2414.0,181.1,241.4,80.5
2889.8,216.7,289.0,96.3
3632.8,272.5,363.3,121.1
1998.7,149.9,199.9,66.6
1534.9,115.1,153.5,51.2
2953.5,221.5,295.3,98.4
2378.7,178.4,237.9,79.3
1906.9,143.0,190.7,63.6
1503.9,112.8,150.4,50.1
2113.8,158.5,211.4,70.5
1738.2,130.4,173.8,57.9
2673.3,200.5,267.3,89.1
2713.4,203.5,271.3,90.4
3148.1,236.1,314.8,104.9
2083.1,156.2,208.3,69.4
2766.5,207.5,276.6,92.2
2563.0,192.2,256.3,85.4
2767.4,207.6,276.7,92.2
1876.0,140.7,187.6,62.5
1688.8,126.7,168.9,56.3
2212.1,165.9,221.2,73.7
3715.3,278.6,371.5,123.8
2351.1,176.3,235.1,78.4
2834.6,212.6,283.5,94.5
3074.4,230.6,307.4,102.5
3179.4,238.5,317.9,106.0
2117.0,158.8,211.7,70.6
2865.9,214.9,286.6,95.5
1824.2,136.8,182.4,60.8
2778.3,208.4,277.8,92.6
2167.1,162.5,216.7,72.2
2502.9,187.7,250.3,83.4
2409.3,180.7,240.9,80.3
3350.2,251.3,335.0,111.7
3075.0,230.6,307.5,102.5
2254.9,169.1,225.5,75.2
1848.3,138.6,184.8,61.6
3455.9,259.2,345.6,115.2
1941.1,145.6,194.1,64.7
2345.6,175.9,234.6,78.2
2460.5,184.5,246.1,82.0
2589.2,194.2,258.9,86.3
1353.8,101.5,135.4,45.1
1938.4,145.4,193.8,64.6
3580.1,268.5,358.0,119.3
1652.7,124.0,165.3,55.1
2327.2,174.5,232.7,77.6
2279.0,170.9,227.9,76.0
1583.7,118.8,158.4,52.8
3499.6,262.5,350.0,116.7
3474.9,260.6,347.5,115.8
2166.8,162.5,216.7,72.2
3445.0,258.4,344.5,114.8
1969.5,147.7,197.0,65.7
2153.8,161.5,215.4,71.8
3569.4,267.7,356.9,119.0
1640.8,123.1,164.1,54.7
2319.4,174.0,231.9,77.3
2234.5,167.6,223.5,74.5
1849.8,138.7,185.0,61.7
2481.0,186.1,248.1,82.7
2384.4,178.8,238.4,79.5
2839.1,212.9,283.9,94.6
1769.4,132.7,176.9,59.0
2535.5,190.2,253.6,84.5
1219.8,91.5,122.0,40.7
1880.2,141.0,188.0,62.7
2158.3,161.9,215.8,71.9
1404.8,105.4,140.5,46.8
2005.6,150.4,200.6,66.9
2582.5,193.7,258.3,86.1
1892.0,141.9,189.2,63.1
1739.2,130.4,173.9,58.0
2699.0,202.4,269.9,90.0
1233.8,92.5,123.4,41.1
1349.3,101.2,134.9,45.0
2371.4,177.9,237.1,79.0
2971.6,222.9,297.2,99.1
1806.1,135.5,180.6,60.2
1619.8,121.5,162.0,54.0
2387.3,179.0,238.7,79.6
1814.3,136.1,181.4,60.5
2838.1,212.9,283.8,94.6
2183.2,163.7,218.3,72.8
3288.2,246.6,328.8,109.6
1590.5,119.3,159.0,53.0
3152.3,236.4,315.2,105.1
1912.8,143.5,191.3,63.8
2442.1,183.2,244.2,81.4
3127.2,234.5,312.7,104.2
2193.7,164.5,219.4,73.1
1957.2,146.8,195.7,65.2
2608.0,195.6,260.8,86.9
1776.6,133.2,177.7,59.2
2446.5,183.5,244.6,81.5
3545.4,265.9,354.5,118.2
2844.8,213.4,284.5,94.8
1631.7,122.4,163.2,54.4
2003.4,150.3,200.3,66.8
3357.5,251.8,335.8,111.9
3333.5,250.0,333.4,111.1
2972.6,222.9,297.3,99.1
1830.4,137.3,183.0,61.0
3495.5,262.2,349.6,116.5
2637.6,197.8,263.8,87.9
1899.8,142.5,190.0,63.3
3682.5,276.2,368.2,122.7
1993.4,149.5,199.3,66.4
1621.2,121.6,162.1,54.0
1200.0,90.0,120.0,40.0
1480.0,111.0,148.0,49.3
2019.5,151.5,202.0,67.3
2473.7,185.5,247.4,82.5
2850.4,213.8,285.0,95.0
1606.9,120.5,160.7,53.6
2139.4,160.5,213.9,71.3
2012.3,150.9,201.2,67.1
1394.2,104.6,139.4,46.5
2002.5,150.2,200.3,66.8
1243.8,93.3,124.4,41.5
1200.0,90.0,120.0,40.0
1968.4,147.6,196.8,65.6
2753.0,206.5,275.3,91.8
1963.6,147.3,196.4,65.5
1612.9,121.0,161.3,53.8
2735.4,205.2,273.5,91.2
2470.9,185.3,247.1,82.4
2700.4,202.5,270.0,90.0
1443.8,108.3,144.4,48.1
1623.5,121.8,162.4,54.1
1495.0,112.1,149.5,49.8
3049.2,228.7,304.9,101.6
1239.5,93.0,124.0,41.3
3291.4,246.9,329.1,109.7
2263.3,169.7,226.3,75.4
2489.6,186.7,249.0,83.0
2352.5,176.4,235.2,78.4
3837.3,287.8,383.7,127.9
2277.0,170.8,227.7,75.9
2293.2,172.0,229.3,76.4
2502.1,187.7,250.2,83.4
2152.4,161.4,215.2,71.7
1799.2,134.9,179.9,60.0
4120.2,309.0,412.0,137.3
2639.1,197.9,263.9,88.0
2483.5,186.3,248.4,82.8
1707.7,128.1,170.8,56.9
2765.0,207.4,276.5,92.2
2819.4,211.5,281.9,94.0
3022.3,226.7,302.2,100.7
2340.6,175.5,234.1,78.0
3348.0,251.1,334.8,111.6
1669.5,125.2,167.0,55.6
1916.5,143.7,191.7,63.9
2344.4,175.8,234.4,78.1
2452.1,183.9,245.2,81.7
1898.0,142.3,189.8,63.3
1990.1,149.3,199.0,66.3
3261.4,244.6,326.1,108.7
1200.0,90.0,120.0,40.0
3419.3,256.5,341.9,114.0
1832.2,137.4,183.2,61.1
3210.5,240.8,321.1,107.0
2275.7,170.7,227.6,75.9
2116.6,158.7,211.7,70.6
2487.1,186.5,248.7,82.9
2584.2,193.8,258.4,86.1
1315.0,98.6,131.5,43.8
2524.1,189.3,252.4,84.1
2069.9,155.2,207.0,69.0
2290.7,171.8,229.1,76.4
2175.3,163.1,217.5,72.5
2565.8,192.4,256.6,85.5
1888.3,141.6,188.8,62.9
2804.1,210.3,280.4,93.5
2448.9,183.7,244.9,81.6
1472.2,110.4,147.2,49.1
2446.7,183.5,244.7,81.6
2376.2,178.2,237.6,79.2
1684.9,126.4,168.5,56.2
2870.0,215.3,287.0,95.7
2379.5,178.5,237.9,79.3
3089.3,231.7,308.9,103.0
1851.0,138.8,185.1,61.7
1752.6,131.4,175.3,58.4
2892.2,216.9,289.2,96.4
1692.3,126.9,169.2,56.4
1654.1,124.1,165.4,55.1
2714.6,203.6,271.5,90.5
2124.6,159.3,212.5,70.8
1873.0,140.5,187.3,62.4
3295.4,247.2,329.5,109.8
1856.7,139.2,185.7,61.9
2016.6,151.2,201.7,67.2
1202.3,90.2,120.2,40.1
3241.5,243.1,324.2,108.1
1964.8,147.4,196.5,65.5
2209.9,165.7,221.0,73.7
1718.1,128.9,171.8,57.3
1327.5,99.6,132.7,44.2
2859.6,214.5,286.0,95.3
2848.1,213.6,284.8,94.9
3084.9,231.4,308.5,102.8
3029.0,227.2,302.9,101.0
2130.4,159.8,213.0,71.0
2372.6,177.9,237.3,79.1
1336.3,100.2,133.6,44.5
2238.3,167.9,223.8,74.6
1918.1,143.9,191.8,63.9
2135.7,160.2,213.6,71.2
1638.5,122.9,163.9,54.6
1820.5,136.5,182.1,60.7
2727.2,204.5,272.7,90.9
2196.7,164.8,219.7,73.2
1483.2,111.2,148.3,49.4
3454.7,259.1,345.5,115.2
3259.8,244.5,326.0,108.7
2765.8,207.4,276.6,92.2
1736.2,130.2,173.6,57.9
3151.4,236.4,315.1,105.0
3230.3,242.3,323.0,107.7
2506.9,188.0,250.7,83.6
3048.3,228.6,304.8,101.6
2559.6,192.0,256.0,85.3
2652.6,198.9,265.3,88.4
2115.2,158.6,211.5,70.5
1922.2,144.2,192.2,64.1
2279.4,171.0,227.9,76.0
2450.8,183.8,245.1,81.7
2856.1,214.2,285.6,95.2
2890.4,216.8,289.0,96.3
2434.7,182.6,243.5,81.2
2342.9,175.7,234.3,78.1
2464.2,184.8,246.4,82.1
2545.2,190.9,254.5,84.8
1723.9,129.3,172.4,57.5
2396.5,179.7,239.7,79.9
1619.0,121.4,161.9,54.0
2398.4,179.9,239.8,79.9
2546.8,191.0,254.7,84.9
1559.2,116.9,155.9,52.0
3575.4,268.2,357.5,119.2
2460.9,184.6,246.1,82.0
2598.4,194.9,259.8,86.6
1200.0,90.0,120.0,40.0
1971.4,147.9,197.1,65.7
1888.5,141.6,188.9,62.9
1744.2,130.8,174.4,58.1
2625.6,196.9,262.6,87.5
1389.9,104.2,139.0,46.3
3043.3,228.2,304.3,101.4
2462.7,184.7,246.3,82.1
3056.0,229.2,305.6,101.9
1213.1,91.0,121.3,40.4
3481.6,261.1,348.2,116.1
2627.0,197.0,262.7,87.6
2269.8,170.2,227.0,75.7
2866.1,215.0,286.6,95.5
1738.8,130.4,173.9,58.0
2033.7,152.5,203.4,67.8
2192.7,164.5,219.3,73.1
2297.1,172.3,229.7,76.6
2864.7,214.9,286.5,95.5
1967.5,147.6,196.8,65.6
1916.1,143.7,191.6,63.9
1436.6,107.7,143.7,47.9
1996.3,149.7,199.6,66.5
1483.8,111.3,148.4,49.5
2183.4,163.8,218.3,72.8
2741.3,205.6,274.1,91.4
1442.0,108.2,144.2,48.1
1853.5,139.0,185.4,61.8
2384.0,178.8,238.4,79.5
2520.7,189.1,252.1,84.0
2649.6,198.7,265.0,88.3
2364.8,177.4,236.5,78.8
1437.5,107.8,143.7,47.9
2321.6,174.1,232.2,77.4
2722.6,204.2,272.3,90.8
2261.5,169.6,226.1,75.4
1260.2,94.5,126.0,42.0
1666.6,125.0,166.7,55.6
2666.0,200.0,266.6,88.9
3000.1,225.0,300.0,100.0
2118.6,158.9,211.9,70.6
3279.4,246.0,327.9,109.3
3266.7,245.0,326.7,108.9
3016.3,226.2,301.6,100.5
2689.4,201.7,268.9,89.6
2881.8,216.1,288.2,96.1
3205.9,240.4,320.6,106.9
1446.1,108.5,144.6,48.2
2083.5,156.3,208.3,69.4
1664.2,124.8,166.4,55.5
1682.3,126.2,168.2,56.1
2493.3,187.0,249.3,83.1
3518.0,263.9,351.8,117.3
2588.4,194.1,258.8,86.3
1434.7,107.6,143.5,47.8
2658.8,199.4,265.9,88.6
2491.1,186.8,249.1,83.0
2494.5,187.1,249.5,83.2
1570.4,117.8,157.0,52.3
2848.7,213.6,284.9,95.0
1811.7,135.9,181.2,60.4
2594.1,194.6,259.4,86.5
2702.9,202.7,270.3,90.1
2814.4,211.1,281.4,93.8
3127.2,234.5,312.7,104.2
2489.8,186.7,249.0,83.0
2271.0,170.3,227.1,75.7
2507.1,188.0,250.7,83.6
1605.5,120.4,160.5,53.5
2916.5,218.7,291.7,97.2
1982.7,148.7,198.3,66.1
1807.0,135.5,180.7,60.2
2217.5,166.3,221.8,73.9
2565.2,192.4,256.5,85.5
1794.5,134.6,179.5,59.8
1523.5,114.3,152.3,50.8
3142.4,235.7,314.2,104.7
2088.8,156.7,208.9,69.6
3665.6,274.9,366.6,122.2
2606.9,195.5,260.7,86.9
1374.5,103.1,137.5,45.8
1812.1,135.9,181.2,60.4
3597.5,269.8,359.7,119.9
2011.0,150.8,201.1,67.0
3095.5,232.2,309.6,103.2
2021.6,151.6,202.2,67.4
2874.5,215.6,287.4,95.8
2888.2,216.6,288.8,96.3
2941.9,220.6,294.2,98.1
3035.1,227.6,303.5,101.2
3180.7,238.6,318.1,106.0
2837.4,212.8,283.7,94.6
1297.1,97.3,129.7,43.2
2351.8,176.4,235.2,78.4
1477.8,110.8,147.8,49.3
2982.9,223.7,298.3,99.4
2952.2,221.4,295.2,98.4
1988.5,149.1,198.9,66.3
1200.0,90.0,120.0,40.0
2222.6,166.7,222.3,74.1
3095.4,232.2,309.5,103.2
2049.8,153.7,205.0,68.3
2204.8,165.4,220.5,73.5
2259.5,169.5,226.0,75.3
1768.2,132.6,176.8,58.9
2685.8,201.4,268.6,89.5
2620.5,196.5,262.0,87.3
2641.5,198.1,264.1,88.0
2329.0,174.7,232.9,77.6
2300.4,172.5,230.0,76.7
2151.4,161.4,215.1,71.7
3369.6,252.7,337.0,112.3
2910.9,218.3,291.1,97.0
1844.5,138.3,184.5,61.5
2818.3,211.4,281.8,93.9
3849.4,288.7,384.9,128.3
3626.4,272.0,362.6,120.9
1908.1,143.1,190.8,63.6
3150.5,236.3,315.0,105.0
2532.1,189.9,253.2,84.4
2149.9,161.2,215.0,71.7
2324.9,174.4,232.5,77.5
2974.2,223.1,297.4,99.1
3015.1,226.1,301.5,100.5
2982.5,223.7,298.2,99.4
3777.2,283.3,377.7,125.9
3203.8,240.3,320.4,106.8
2171.3,162.8,217.1,72.4
2819.8,211.5,282.0,94.0
2522.2,189.2,252.2,84.1
1200.0,90.0,120.0,40.0
1862.9,139.7,186.3,62.1
2917.3,218.8,291.7,97.2
2802.3,210.2,280.2,93.4
2241.5,168.1,224.1,74.7
2510.8,188.3,251.1,83.7
2496.6,187.2,249.7,83.2
1932.7,145.0,193.3,64.4
2314.3,173.6,231.4,77.1
2572.9,193.0,257.3,85.8
3265.1,244.9,326.5,108.8
2068.6,155.1,206.9,69.0
2164.3,162.3,216.4,72.1
2484.9,186.4,248.5,82.8
2591.9,194.4,259.2,86.4
1609.2,120.7,160.9,53.6
2859.0,214.4,285.9,95.3
3510.5,263.3,351.1,117.0
1939.2,145.4,193.9,64.6
3422.8,256.7,342.3,114.1
1919.1,143.9,191.9,64.0
2882.4,216.2,288.2,96.1
2886.5,216.5,288.7,96.2
1652.0,123.9,165.2,55.1
2873.8,215.5,287.4,95.8
2337.1,175.3,233.7,77.9
2989.1,224.2,298.9,99.6
3060.9,229.6,306.1,102.0
3748.8,281.2,374.9,125.0
2705.7,202.9,270.6,90.2
1877.7,140.8,187.8,62.6
2408.8,180.7,240.9,80.3
2449.4,183.7,244.9,81.6
3017.7,226.3,301.8,100.6
1200.0,90.0,120.0,40.0
1744.9,130.9,174.5,58.2
2133.6,160.0,213.4,71.1
3551.1,266.3,355.1,118.4
2067.5,155.1,206.7,68.9
2264.6,169.8,226.5,75.5
2462.2,184.7,246.2,82.1
2314.7,173.6,231.5,77.2
2876.1,215.7,287.6,95.9
3487.2,261.5,348.7,116.2
3040.1,228.0,304.0,101.3
1200.0,90.0,120.0,40.0
1863.0,139.7,186.3,62.1
1641.8,123.1,164.2,54.7
2376.8,178.3,237.7,79.2
1200.0,90.0,120.0,40.0
1297.3,97.3,129.7,43.2
2150.2,161.3,215.0,71.7
2423.6,181.8,242.4,80.8
2279.8,171.0,228.0,76.0
2565.1,192.4,256.5,85.5
1728.5,129.6,172.9,57.6
1629.1,122.2,162.9,54.3
2093.5,157.0,209.3,69.8
2879.7,216.0,288.0,96.0
3048.7,228.7,304.9,101.6
2313.4,173.5,231.3,77.1
1386.9,104.0,138.7,46.2
1820.0,136.5,182.0,60.7
2567.7,192.6,256.8,85.6
1337.2,100.3,133.7,44.6
2934.2,220.1,293.4,97.8
2221.8,166.6,222.2,74.1
2873.9,215.5,287.4,95.8
2085.9,156.4,208.6,69.5
3421.9,256.6,342.2,114.1
1750.2,131.3,175.0,58.3
2942.6,220.7,294.3,98.1
1200.0,90.0,120.0,40.0
2167.9,162.6,216.8,72.3
1822.7,136.7,182.3,60.8
2459.0,184.4,245.9,82.0
2416.6,181.2,241.7,80.6
2320.0,174.0,232.0,77.3
2210.7,165.8,221.1,73.7
2360.3,177.0,236.0,78.7
2039.2,152.9,203.9,68.0
2071.8,155.4,207.2,69.1
1908.9,143.2,190.9,63.6
2301.3,172.6,230.1,76.7
1617.8,121.3,161.8,53.9
2854.7,214.1,285.5,95.2
1642.1,123.2,164.2,54.7
3000.8,225.1,300.1,100.0
1791.8,134.4,179.2,59.7
3441.6,258.1,344.2,114.7
3129.4,234.7,312.9,104.3
1947.8,146.1,194.8,64.9
1390.5,104.3,139.0,46.3
2179.2,163.4,217.9,72.6
2764.9,207.4,276.5,92.2
